post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_aioseo_title,meta:_aioseo_description,meta:_aioseo_keywords,meta:_aioseo_og_title,meta:_aioseo_og_description,meta:_aioseo_twitter_title,meta:_aioseo_og_article_tags,meta:_aioseo_twitter_description,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_gabarity-krovati-mm,attribute_data:pa_gabarity-krovati-mm,attribute_default:pa_gabarity-krovati-mm,attribute:pa_gipoallergennye-napolniteli,attribute_data:pa_gipoallergennye-napolniteli,attribute_default:pa_gipoallergennye-napolniteli,attribute:pa_kreplenie,attribute_data:pa_kreplenie,attribute_default:pa_kreplenie,attribute:pa_mozhno-skrutit-v-rulon,attribute_data:pa_mozhno-skrutit-v-rulon,attribute_default:pa_mozhno-skrutit-v-rulon,attribute:pa_nagruzka,attribute_data:pa_nagruzka,attribute_default:pa_nagruzka,attribute:pa_razmer,attribute_data:pa_razmer,attribute_default:pa_razmer,attribute:pa_razmer-spalnogo-mesta-sm,attribute_data:pa_razmer-spalnogo-mesta-sm,attribute_default:pa_razmer-spalnogo-mesta-sm,attribute:pa_skruchen-v-rulon,attribute_data:pa_skruchen-v-rulon,attribute_default:pa_skruchen-v-rulon,attribute:pa_vysota,attribute_data:pa_vysota,attribute_default:pa_vysota,attribute:pa_vysota-izgolovya,attribute_data:pa_vysota-izgolovya,attribute_default:pa_vysota-izgolovya,attribute:pa_vysota-nozhki,attribute_data:pa_vysota-nozhki,attribute_default:pa_vysota-nozhki,attribute:pa_zhestkost,attribute_data:pa_zhestkost,attribute_default:pa_zhestkost,attribute:pa_zhestkost-storon,attribute_data:pa_zhestkost-storon,attribute_default:pa_zhestkost-storon
"ECO MIX 430",eco-mix-430,,135,,"<div class=""card__desc"">
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
			<li>Трикотаж, простеганный высокообъемным Hollcon плотностью 250 гр/м2</li>
</div>
	<div class=""title"">Состав</div>
	<div class=""card__desc_list"">
		<ul>
			<li>Hollcon 20 мм</li>
			<li>Кокос 10 мм</li>
                        <li>Термовойлок</li>
                        <li>НПБ 500 пружин на спальное место</li>
                        <li>Термовойлок</li>
                        <li>Кокос 10 мм</li>
                        <li>Hollcon 20 мм</li>
		</ul>
	</div>
        <div class=""card__desc_add"">
		<div class=""item"">
			<div class=""bg-img e5""></div>
			<div class=""title"">Экологически чистый и гипоаллергенный материал Hollcon устойчивый к деформациям</div>
		</div>
		<div class=""item"">
			<div class=""bg-img c2""></div>
			<div class=""title"">Независимый пружинный блок — 500 пружин на спальное место</div>
		</div>
<div class=""item"">
			<div class=""bg-img g""></div>
			<div class=""title"">Кокос — натуральный и экологически чистый наполнитель, придает матрасу жесткость</div>
		</div>
	</div>
</div>",publish,,10,"2021-11-15 12:04:24",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/eco-mix-430-scaled.jpg ! alt :  ! title : ECO MIX 430 ! desc :  ! caption : ",,https://naturavera.org/product/eco-mix-430/,0,,,,,,,,,simple,,"Матрасы > Коллекция Flavento",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"23 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
LESSY,lessy,,136,,"<div class=""card__desc"">
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
			<li>Мягкий трикотаж с высокообъемной стежкой</li>
</div>
	<div class=""title"">Состав</div>
	<div class=""card__desc_list"">
		<ul>
			<li>ППУ высокой плотности 110 мм</li>
			<li>Кокос 10 мм</li>
		</ul>
	</div>
        <div class=""card__desc_add"">
		<div class=""item"">
			<div class=""bg-img k""></div>
			<div class=""title"">Беспружинный матрас</div>
		</div>
		<div class=""item"">
			<div class=""bg-img b""></div>
			<div class=""title"">ППУ — гипоаллергенный материал, придает матрасу упругость</div>
		</div>
<div class=""item"">
			<div class=""bg-img g""></div>
			<div class=""title"">Кокос — экологически чистый материал придает матрасу жесткость</div>
		</div>
	</div>
</div>",publish,,0,"2021-11-15 12:06:38",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/matras-lessy-01.jpg ! alt :  ! title : Матрас Lessy-01 ! desc :  ! caption : ",,https://naturavera.org/product/lessy/,0,,,,,,,,,simple,,"Матрасы > Детские матрасы",,,,,,Да,3|1|0,,,,,,,,"до 90 кг",1|1|0,,,,,,,,,,,"15 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
SALLY,sally,,137,,"<div class=""card__desc"">
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
			<li>Мягкий трикотаж с высокообъемной стежкой</li>
</div>
	<div class=""title"">Состав</div>
	<div class=""card__desc_list"">
		<ul>
			<li>ППУ высокой плотности 120 мм</li>
		</ul>
	</div>
        <div class=""card__desc_add"">
		<div class=""item"">
			<div class=""bg-img k""></div>
			<div class=""title"">Беспружинный матрас</div>
		</div>
		<div class=""item"">
			<div class=""bg-img b""></div>
			<div class=""title"">ППУ — гипоаллергенный материал, придает матрасу упругость</div>
		</div>
<div class=""item"">
			<div class=""bg-img d4""></div>
			<div class=""title"">Оптимальная средняя жесткость</div>
		</div>
	</div>
</div>",publish,,0,"2021-11-15 12:10:01",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/matras-sally-01.jpg ! alt :  ! title : Матрас Sally-01 ! desc :  ! caption : ",,https://naturavera.org/product/sally/,0,,,,,,,,,simple,,"Матрасы > Детские матрасы",,,,,,Да,3|1|0,,,,,,,,"до 90 кг",1|1|0,,,,,,,,,,,"15 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
FOX,fox,,138,,"<div class=""card__desc"">
<div class=""title"">Чехол</div>
<div class=""card__desc_list"">
<ul>
			<li>Мягкий трикотаж с высокообъемной стежкой</li>
</div>
	<div class=""title"">Состав</div>
	<div class=""card__desc_list"">
		<ul>
			<li>Кокос 20 мм</li>
			<li>Термовойлок</li>
			<li>НПБ 500 пружин на спальное место</li>
			<li>Термовойлок</li>
			<li>Пена с угольной пропиткой 20 мм</li>
		</ul>
	</div>
        <div class=""card__desc_add"">
		<div class=""item"">
			<div class=""bg-img f""></div>
			<div class=""title"">Разная жесткость сторон</div>
		</div>
		<div class=""item"">
			<div class=""bg-img c2""></div>
			<div class=""title"">Пружинный блок – 500 пружин на спальное место</div>
		</div>
                <div class=""item"">
			<div class=""bg-img g""></div>
			<div class=""title"">Экологически чистый наполнитель кокос обеспечивает высокий ортопедический эффект</div>
		</div>
                <div class=""item"">
			<div class=""bg-img j""></div>
			<div class=""title"">Дышащая пена с угольной пропиткой обладает антисептическими свойствами</div>
		</div>
	</div>
</div>",publish,,0,"2021-11-15 12:11:16",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/matras-fox-01.jpg ! alt :  ! title : Матрас Fox-01 ! desc :  ! caption : ",,https://naturavera.org/product/fox/,0,,,,,,,,,simple,,"Матрасы > Детские матрасы",,,,,,Да,3|1|0,,,,,,,,"до 110 кг",1|1|0,,,,,,,,,,,"15 см",0|1|0,,,,,,,,,,,"выше средней/средняя",2|1|0,
"Impression Mix Top",impression-mix-top,,301,,"<span style=""text-decoration: underline;"">Чехол </span>
<ul>
 	<li>Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2</li>
</ul>
<span style=""text-decoration: underline;"">Pillow Top</span>
<ul>
 	<li>Пена с эффектом памяти 30 мм</li>
 	<li>Ячеистая пена Copper 30 мм</li>
 	<li>7-зональный ячеистый латекс лаванда 20 мм</li>
</ul>
<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Сизаль 10 мм</li>
 	<li>Ячеистая пена с угольной пропиткой 20 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 1000 пружин на спальное место 7-зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно 10 мм</li>
</ul>",publish,,0,"2021-11-16 12:21:39",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/impression-mix-top_var2-razrez.png ! alt :  ! title : Impression Mix Top_вар2 разрез ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-2.png ! alt :  ! title : imp (MIX TOP) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-3.png ! alt :  ! title : imp (MIX TOP) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-4.png ! alt :  ! title : imp (MIX TOP) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-5.png ! alt :  ! title : imp (MIX TOP) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-6.png ! alt :  ! title : imp (MIX TOP) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-7.png ! alt :  ! title : imp (MIX TOP) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-8.png ! alt :  ! title : imp (MIX TOP) 8 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-9.png ! alt :  ! title : imp (MIX TOP) 9 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-10.png ! alt :  ! title : imp (MIX TOP) 10 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-11.png ! alt :  ! title : imp (MIX TOP) 11 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-mix-top-1.png ! alt :  ! title : imp (MIX TOP) 1 ! desc :  ! caption : ",,https://naturavera.org/product/impression-mix-top/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Impression",,,,,,,,,,,,,,,"свыше 140 кг",1|1|0,,,,,,,,,,,"30 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
"Impression Lavender",impression-lavender,,306,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс лаванда 20 мм</li>
 	<li>Натуральное кокосовое полотно 20 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 1000 пружин на спальное место 7-зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно 20 мм</li>
 	<li>7-зональный ячеистый латекс лаванда 20 мм</li>
</ul>",publish,,0,"2021-11-16 12:28:34",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/impression-lavender_var2-razrez.png ! alt :  ! title : Impression Lavеnder_вар2 разрез ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-2.png ! alt :  ! title : imp (LAVENDER) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-3-1.png ! alt :  ! title : imp (LAVENDER) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-4.png ! alt :  ! title : imp (LAVENDER) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-5.png ! alt :  ! title : imp (LAVENDER) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-6.png ! alt :  ! title : imp (LAVENDER) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-1.png ! alt :  ! title : imp (LAVENDER) 1 ! desc :  ! caption : ",,https://naturavera.org/product/impression-lavender/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Impression",,,,,,,,,,,,,,,"до 140 кг",1|1|0,,,,,,,,,,,"28 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Impression Memory Mix",impression-memory-mix,,319,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Пена с эффектом памяти 20 мм</li>
 	<li>Натуральное кокосовое полотно 20 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 1000 пружин на спальное место 7-зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно 20 мм</li>
</ul>",publish,,0,"2021-11-16 12:33:24",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/impression-memory-mix.png ! alt :  ! title : Impression Memory Mix ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-2.png ! alt :  ! title : imp (MEMORY MIX) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-3.png ! alt :  ! title : imp (MEMORY MIX) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-4.png ! alt :  ! title : imp (MEMORY MIX) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-5.png ! alt :  ! title : imp (MEMORY MIX) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-6.png ! alt :  ! title : imp (MEMORY MIX) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-memory-mix-1.png ! alt :  ! title : imp (MEMORY MIX) 1 ! desc :  ! caption : ",,https://naturavera.org/product/impression-memory-mix/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Impression",,,,,,,,,,,,,,,"до 140 кг",1|1|0,,,,,,,,,,,"26 см",0|1|0,,,,,,,,,,,"выше средней/высокая",2|1|0,
"Gravity Mix",gravity-mix,,321,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный трикотажный чехол

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>Пена с эффектом памяти 50 мм</li>
 	<li>Натуральный перфорированный латекс 20 мм</li>
 	<li>Высокотехнологичная пена 120 мм</li>
</ul>",publish,,0,"2021-11-16 12:36:42",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/gravity-mix-razrez-1-1.png ! alt :  ! title : gravity-mix-razrez-1 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-2.png ! alt :  ! title : gra (MIX) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-3.png ! alt :  ! title : gra (MIX) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-4.png ! alt :  ! title : gra (MIX) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-5.png ! alt :  ! title : gra (MIX) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-6.png ! alt :  ! title : gra (MIX) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-7.png ! alt :  ! title : gra (MIX) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-mix-1.png ! alt :  ! title : gra (MIX) 1 ! desc :  ! caption : ",,https://naturavera.org/product/gravity-mix/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Gravity",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"19 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
"Gravity Lavender",gravity-lavender,,323,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный трикотажный чехол

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс лаванда 20 мм</li>
 	<li>Air Foam 20 мм</li>
 	<li>Высокотехнологичная пена фигурная 160 мм</li>
</ul>",publish,,0,"2021-11-16 12:46:56",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/gravity-lavender-razrez-1.png ! alt :  ! title : Gravity Lavender разрез ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-2.png ! alt :  ! title : gra (LAVENDER) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-3.png ! alt :  ! title : gra (LAVENDER) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-4.png ! alt :  ! title : gra (LAVENDER) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-5.png ! alt :  ! title : gra (LAVENDER) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-6.png ! alt :  ! title : gra (LAVENDER) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/gra-lavender-7.png ! alt :  ! title : gra (LAVENDER) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/imp-lavender-1.png ! alt :  ! title : imp (LAVENDER) 1 ! desc :  ! caption : ",,https://naturavera.org/product/gravity-lavender/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Gravity",,,,,,,,,,,,,,,"до 130 кг",1|1|0,,,,,,,,,,,"20 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Ecowood Aloe Mix",ecowood-aloe-mix,,344,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 20 мм</li>
</ul>",publish,,0,"2021-11-16 15:44:28",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ecowood-aloe-mix-scaled.jpg ! alt :  ! title : Ecowood Aloe Mix ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-2.png ! alt :  ! title : eco (ALOE MIX) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-3.png ! alt :  ! title : eco (ALOE MIX) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-4.png ! alt :  ! title : eco (ALOE MIX) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-5.png ! alt :  ! title : eco (ALOE MIX) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-6.png ! alt :  ! title : eco (ALOE MIX) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-aloe-mix-1.png ! alt :  ! title : eco (ALOE MIX) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ecowood-aloe-mix/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ecowood",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"25 см",0|1|0,,,,,,,,,,,"выше средней/высокая",2|1|0,
"Ecowood Aloe Double",ecowood-aloe-double,,347,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 10 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 20 мм</li>
</ul>",publish,,0,"2021-11-16 15:49:20",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ecowood-aloe-double-scaled.jpg ! alt :  ! title : Ecowood Aloe Double ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-2-1.png ! alt :  ! title : eco (DOUBLE ALOE) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-3-1.png ! alt :  ! title : eco (DOUBLE ALOE) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-4-1.png ! alt :  ! title : eco (DOUBLE ALOE) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-5.png ! alt :  ! title : eco (DOUBLE ALOE) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-6.png ! alt :  ! title : eco (DOUBLE ALOE) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-double-aloe-1.png ! alt :  ! title : eco (DOUBLE ALOE) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ecowood-aloe-double/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ecowood",,,,,,,,,,,,,,,"до 120 кг",1|1|0,,,,,,,,,,,"26 см",0|1|0,,,,,,,,,,,средняя,2|1|0,
"Ecowood Aloe Grand",ecowood-aloe-grand,,350,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Белый термовойлок</li>
 	<li>НПБ 500 пружин на спальное место 7-ми зональный</li>
 	<li>Белый термовойлок</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
</ul>",publish,,0,"2021-11-16 15:52:30",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ecowood-aloe-grand-scaled.jpg ! alt :  ! title : Ecowood Aloe Grand ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-2.png ! alt :  ! title : eco (GRAND) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-3.png ! alt :  ! title : eco (GRAND) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-4.png ! alt :  ! title : eco (GRAND) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-5.png ! alt :  ! title : eco (GRAND) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-6.png ! alt :  ! title : eco (GRAND) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-grand-1.png ! alt :  ! title : eco (GRAND) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ecowood-aloe-grand/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ecowood",,,,,,,,,,,,,,,"до 140 кг",1|1|0,,,,,,,,,,,"30 см",0|1|0,,,,,,,,,,,"выше средней",2|1|0,
"Ecowood Aloe Sandwich",ecowood-aloe-sandwich,,353,,"<span style=""text-decoration: underline;"">Чехол </span>

Эксклюзивный высокообъемный трикотажный чехол, стеганный ППУ и Hollcon 250 гр/м2

<span style=""text-decoration: underline;"">Состав матраса</span>
<ul>
 	<li>7-зональный ячеистый латекс с алоэ — 20 мм</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Натуральный перфорированный латекс — 30 мм</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
 	<li>Натуральный перфорированный латекс — 30 мм</li>
 	<li>Натуральное кокосовое полотно — 30 мм</li>
</ul>",publish,,0,"2021-11-16 15:55:16",1,closed,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://naturavera.org/wp-content/uploads/2021/11/ecowood-aloe-sandwich-scaled.jpg ! alt :  ! title : Ecowood Aloe Sandwich ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-2.png ! alt :  ! title : eco (SANDWICH) 2 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-3.png ! alt :  ! title : eco (SANDWICH) 3 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-4.png ! alt :  ! title : eco (SANDWICH) 4 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-5.png ! alt :  ! title : eco (SANDWICH) 5 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-6.png ! alt :  ! title : eco (SANDWICH) 6 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-7.png ! alt :  ! title : eco (SANDWICH) 7 ! desc :  ! caption :  | http://naturavera.org/wp-content/uploads/2021/11/eco-sandwich-1.png ! alt :  ! title : eco (SANDWICH) 1 ! desc :  ! caption : ",,https://naturavera.org/product/ecowood-aloe-sandwich/,0,,,,,,,,,simple,,"Матрасы > Коллекция Trend Style > Серия Ecowood",,,,,,,,,,,,,,,"свыше 140 кг",1|1|0,,,,,,,,,,,"23 см",0|1|0,,,,,,,,,,,высокая,2|1|0,
